date,title,description,coding,second coding
2024-11-26,BlueSky Sees Surge in New Users and Child Pornography,"Swelling numbers for the decentralized social platform BlueSky have brought a wave of harmful content, leading to attempts to moderate it.",X,positive
2024-11-26,"If You Want Mass Deportations, You Can't Have Less Government",Elon Musk and Vivek Ramaswamy have one job: to cut the size of government. President-elect Donald Trump asked their Department of Government Efficiency,Association with Trump,positive
2024-11-26,A group of artists just leaked access to OpenAI’s hotly anticipated Sora video tool to protest ‘corporate AI overlords’,"A group of artists, volunteering as beta testers for OpenAI’s Sora video AI model, shared the API to access the model on Hugging Face in protest, calling out what they claim are exploitative practices.",Side Ventures,neutral
2024-11-26,Trump’s Win Is a Boon to the Far Right in Europe and Beyond,"Hard right political formations like Germany’s AfD party, which has roots in Nazi ideology, have celebrated Trump’s win.",Association with Trump,negative
2024-11-26,'Highly unusual': Elon Musk's X objects to very specific piece of The Onion's Infowars bid,"Satirical newspaper The Onion made waves when it moved to buy the assets of Infowars, the far-right conspiracy theory webcast of Alex Jones, from a bankruptcy auction. But there was a sudden, unexpected wrinkle in the sale, reported 404 Media on Tuesday: lawy…",X,neutral
2024-11-26,Elon Musk fires back on excluding Tesla from California’s new EV incentive he wants to kill,"Elon Musk fired back at California Governor Gavin Newsom who said the state might exclude Tesla from a new EV incentive meant to replace the federal one Musk is trying to kill.The knives are out.As we previously reported, Trump’s transition team has already…",Electric Vehicles,negative
2024-11-26,"Harris Adviser on Liz Cheney Alliance: ‘This Political Environment Sucked, OK?’","Kamala Harris’ top campaign staffers went on Pod Save America to discuss why she lost, and failed to offer much if anything they would do differently.",Association with Trump,neutral
2024-11-26,Elon Musk Says He Owns Everyone’s Twitter Account in Bizarre Alex Jones Court Filing,Musk's X is trying to stop The Onion from buying Alex Jones' social media accounts.,X,negative
2024-11-26,"CNN's Token Republican Scott Jennings Is More Popular Than CNN, Analysis Finds","CNN has a problem, and the only obvious solution is more Scott Jennings. The liberal network's token Republican contributor distinguished himself throughout the 2024 election by repeatedly winning five-on-one debates against Democrats and journalists who are …",Association with Trump,positive
2024-11-26,Auto industry's shift toward EVs is expected to go on despite Trump threat to kill tax credits,"If President-elect Donald Trump makes good on his threat to kill federal tax credits for electric vehicle purchases, it's likely that fewer buyers will choose EVs. Yet tax credits or not, auto companies show no intention of retreating from a steady transition…",Electric Vehicles,neutral
2024-11-26,"Software firm Blue Yonder providing services to US and UK stores, including Starbucks, hit by ransomware attack","Blue Yonder, a supply chain software provider, suffered a ransomware attack, impacting operations for clients like Starbucks and grocery stores. A ransomware attack on Blue Yonder disrupted operations for several customers, including Starbucks and U.K. grocer…",Side Ventures,neutral
2024-11-26,GOP Senator Gives Musk and Ramaswamy a 'Head Start' on Cutting Trillions in Government Spending,"The senator posted on Monday on X that she's providing the two businessmen ""with a blueprint to eliminate trillions in waste.""",Association with Trump,positive
2024-11-26,Will Musk’s ‘Algorithm’ reduce military inefficiency—or increase risk?,It's good to question Pentagon requirements. But many exist for deadly serious reasons that may not be obvious in a hasty review.,Association with Trump,negative
2024-11-26,Even Canada’s Right Wing Is Stunned by Trump’s Extreme Tariff Threat,"One of Canada’s leading right-wing politicians was taken aback by Donald Trump’s threat to impose tariffs on America’s northern neighbor. Ontario Premier Doug Ford, a member of Canada’s Conservative Party, said to the press Tuesday that Trump’s threat to im…",Association with Trump,negative
2024-11-26,GASP! A Trump Hanger-On May Have Acted in His Own Financial Interest Rather Than in the Public’s.,You’ll be shocked that there’s already news of self-dealing in this world.,Association with Trump,negative
2024-11-26,Democrats Make Last Plea to Biden to Change Marijuana Law Before Trump,"A cadre of progressive Democrats is urging President Biden to change federal marijuana laws before his lame-duck presidency ends. Senators Elizabeth Warren and Ron Wyden, as well as Representatives Ilhan Omar, Barbara Lee, and Earl Blumenauer all helped wri…",Politics,neutral
2024-11-26,What Trump’s Tariffs Will Mean for China,"As the U.S. president-elect issues new threats, Beijing is already bracing for a shift.",Association with Trump,neutral
2024-11-26,Elon Musk Suggests That He Is an Ancient Being Who Assumes Human Identities,"Energy Vampire Elon Musk fired up his X-formerly-Twitter fingers on November 24 to tell the world, with a madman's glee, that he's a time-traveling vampire. And a gamer, he added. ""Full disclosure, I'm actually a 3,000-year-old vampire,"" he first posted on X-…",X,negative
2024-11-26,Memes for the Masses? Dogecoin ETP Lands on Swedish Stock Exchange,Valour said its product launched on Sweden’s Spotlight Stock Market represents a first-of-its-kind for the region.,Side Ventures,neutral
2024-11-26,"Elon Musk Is Responsible For Palantir Stock Rally, Jim Cramer Says","Palantir Technologies Inc (NASDAQ:PLTR) can thank Elon Musk for its 275% year-to-date gain, according to Jim Cramer.What To Know: Palantir, which rallied nearly 50% over just the past month, maybe the only stock outshining Nvidia Corp (NASDAQ:NVDA) this year…",Side Ventures,positive
2024-11-26,"Dow closes at record high, defying fears of panic sparked by Trump's tariff threat","Dow closes at record high, defying fears of panic sparked by Trump's tariff threatgo.com",Association with Trump,positive
2024-11-26,"Trump May Kick Establishment Media Out of White House Briefing Room, Make Seats for New Media","President-elect Donald Trump is considering rearranging White House press briefings in a move that could leave establishment media outlets out to dry.The post Trump May Kick Establishment Media Out of White House Briefing Room, Make Seats for New Media appea…",Association with Trump,neutral
2024-11-26,‘Smells like a political shot’: MAGA world freaks out over Biden plan for EV-maker,A Biden administration plan to extend a $6 billion loan for an electric vehicle manufacturer to build an E.V. factory in Georgia sent MAGA world into a tailspin Tuesday.The plan announced Monday is reportedly part of a push to lock in Democratic climate polic…,Electric Vehicles,neutral
2024-11-26,Threads follows Bluesky’s lead by showing more posts from accounts you follow,"Threads is looking to keep up with its competition by instituting a change that will give its users more control over the content they see. In a post on the Meta-owned X rival, Instagram Head Adam Mosseri announced that Threads is ""rebalancing ranking to prio…",X,negative
2024-11-26,Elon Musk and his US$2 trillion fiscal fantasy,"<p>When the US presidential election was called for Donald Trump, the yield on ten-year US government bonds increased from 4.3% to 4.4%, and the 30-year-bond yield rose from 4.5% to 4.6%, with both remaining at those levels ten days later. As the bond market …",Association with Trump,negative
2024-11-26,Elon Musk Rages After California Governor Excludes Tesla from Rebate Program for Electric Car Buyers: 'Insane',"Electric vehicles sold by Tesla Inc. would not be included in a consumer rebates proposal presented by California Gov. Gavin Newsom, prompting a response from Tesla CEO Elon Musk.",Electric Vehicles,negative
2024-11-26,"X files an objection to including X accounts belonging or related to Infowars in the outlet's bankruptcy auction, arguing it has ownership of all X accounts","On Monday, X filed an objection in The Onion’s bid to buy InfoWars out of bankruptcy. In the objection, Elon Musk’s lawyers argued that X has “superior ownership” of all accounts on X, that it objects to the inclusion of InfoWars and related Twitter accounts …",X,neutral
2024-11-26,Steve Bannon Reveals New List of Trump’s Targets in Grim Rant,Former Trump adviser Steve Bannon threatened MAGA’s perceived foes with “the long arm of the law” on a recent episode of his podcast War Room.The MAGA fixture was released from prison last month after a four-month sentence for refusing to comply with a subp…,Association with Trump,neutral
2024-11-26,Musk uses X to push his preferred political picks | Honolulu Star-Advertiser,"Billionaire Elon Musk has been using his social media platform X to go to bat for President-elect Donald Trump’s cabinet picks and promote his own preferred candidates, advocating for choices he views as change agents who will help remake the U.S. government.",Association with Trump,negative
2024-11-26,Aide Natalie Harp Wrote Trump Adoring Letters. Is That Wrong?,Donald Trump seems mad at Maggie Haberman for reporting that his aide and ‘human printer’ Natalie Harp wrote him adoring letters. Is telling your boss ‘you are all that matters to me’ wrong? Is that frowned upon?,Association with Trump,neutral
2024-11-26,"Google, Meta urge Australia to delay social media ban bill",Government accepted submissions for only one day.,Politics,neutral
2024-11-26,"Too Many MBAs Running Companies,' Elon Musk Once Claimed, Encouraging More Time On Creating 'Amazing' Products","Elon Musk strongly disagreed with the current state of corporate America, saying there are “too many MBAs running companies,” which results in too much focus on money, meetings and PowerPoint presentations instead of making products that people love.""Too man…",Side Ventures,positive
2024-11-26,Trump’s Cabinet And Key Jobs: Kevin Hassett Expected For Economic Council Job,"Matt Gaetz has withdrawn from consideration as attorney general and was replaced by Pam Bondi, as Trump names RFK Jr., Pete Hegseth, Tulsi Gabbard and Kristi Noem to key posts.",Association with Trump,neutral
2024-11-26,Cristiano Ronaldo and Elon Musk exchange words ending with CR7's signature response on X,"Cristiano Ronaldo and Elon Musk exchanged words on social media after Al Nassr&apos;s 3-1 victory over Al Gharafa in the AFC Champions League. The win, which saw Ronaldo score tw",X,neutral
2024-11-26,Tesla's exclusion from a new EV proposal could ignite a 'Game of Thrones' style feud,In This StoryCalifornia Gov. Gavin Newsom is ruffling a lot of feathers — including Elon Musk’s — with his new proposal for electric vehicle incentives that would exclude Tesla’s (TSLA+0.26%) popular models.Newsom’s plans would be a state-level answer to th…,Electric Vehicles,neutral
2024-11-26,Trump Considers Naming 'AI Czar' With Musk's Help: Report,"The new government job would involve oversight of federal policies regarding artificial intelligence, raising concerns about the billionaire's role.",Association with Trump,negative
2024-11-26,Elon Musk’s SpaceX Will Launch NASA’s Most Exciting Mission For Decades,"NASA's Dragonfly mission to Titan will launch on a SpaceX Falcon Heavy in 2028, exploring prebiotic chemistry and searching for biosignatures.",Space Exploration,positive
2024-11-26,"Elon Musk believes an election should be rerun if enough people don't like the outcome of the first, and if the government is 'tyrannical' [Awkward]","Elon Musk believes an election should be rerun if enough people don't like the outcome of the first, and if the government is 'tyrannical'",Politics,neutral
2024-11-26,Trump aide under investigation: Who is Boris Epshteyn?,Long-time Trump aide Boris Epshteyn has been accused of profiting from influencing cabinet picks.,Association with Trump,neutral
2024-11-26,"Elon Musk claims to be a 3,000-year-old time-traveling vampire alien, which explains tesla's long battery life [News]","Elon Musk claims to be a 3,000-year-old time-traveling vampire alien, which explains tesla's long battery life",Electric Vehicles,negative
2024-11-26,CNBC’s Joe Kernen Raises Concern Trump Economic Plans Could ‘Reignite Inflation’ If ‘A Lot of Things Don’t Go Right’,"CNBC's Joe Kernen asked an excited Kevin McCarthy on Tuesday whether there should be concerns that Trump will ""reignite inflation.""The post CNBC’s Joe Kernen Raises Concern Trump Economic Plans Could ‘Reignite Inflation’ If ‘A Lot of Things Don’t Go Right’ f…",Association with Trump,negative
2024-11-26,Why Medical Establishment Deserves Robert F. Kennedy Jr.,"I don’t always agree with Robert F. Kennedy Jr., President-elect Donald Trump’s nominee to head the Department of Health and Human Services, but I can’t... Read MoreThe post Why Medical Establishment Deserves Robert F. Kennedy Jr. appeared first on The Daily…",Association with Trump,neutral
2024-11-26,"Grimes Details Her Split From Ex Elon Musk, Says He's 'Become Unrecognizable to Me'","Grimes is opening up about her split from Elon Musk. The singer, who shares son X Æ A-Xii, 4, daughter Exa Dark Sideræl, 3, and son Techno Mechanicus, 2, with the richest man in the world, says that she has been fighting for custody of their children while al…",Politics,negative
2024-11-26,"Beware! High-tech thieves use AI to create deepfakes of Elon Musk, scam millions from Americans; here's how they do it",In a recent development it has been known that several high tech thieves are nowadays using AI to create several kinds of deepfakes of Elon Musk while eventually scamming millions of US citizens.,Side Ventures,neutral
2024-11-26,"Real Madrid vs Liverpool: Prediction, live streaming, start time, where to watch",Liverpool versus Real Madrid UEFA Champions League game will be played on Wednesday. The soccer match will be live streamed in the US.,Side Ventures,neutral
2024-11-26,Trump Shouldn't Wait on DOGE to Nix Remote Federal Work,"Elon Musk and Vivek Ramaswamy vow their Department of Government Efficiency will end work-from-home for federal bureaucrats — but we don’t see why President-elect Donald Trump should wait for DOGE to pull the plug.Indeed, Trump should warn the federal workfo…",Association with Trump,negative
2024-11-26,"California to step up with an EV rebate if Trump kills the $7,500 federal tax credit","California's governor has proposed offering $7,500 state EV tax rebates to residents if Trump kills the federal EV tax credit.",Electric Vehicles,negative
2024-11-26,"Healthy Returns: Trump’s FDA pick Makary may be a relief for biotech and pharma, analysts say","Trump's FDA pick, Marty Makary, appears to be quelling fears about a major disruption to biotech and pharma. Side Ventures approved for new studies, company says.",Side Ventures,neutral
2024-11-26,SC dismisses PIL to use paper ballots for voting,STATE TIMES NEWS NEW DELHI: The Supreme Court on Tuesday dismissed a Public Interest Litigation (PIL) filed by evangelist Dr. K.A. Paul seeking physical ballot voting in India. Other prayers included issuing directions to the Election Commission to disqualify…,Politics,neutral
2024-11-26,Mass Deportations Are Not Enough,"Donald Trump has been given a mandate by the voters to reverse the disastrous anti-borders policy of the Biden/Bush/Obama/Cheney neoliberal uniparty. Whatever the specifics of the “largest deportation effort in American history,” there’s consensus among conse…",Association with Trump,neutral
2024-11-26,Alex Jones tries to peel back The Onion's purchase of Infowars,"A judge on Monday set a hearing for next month on The Onion’s bid for Infowars, keeping the satirical news website’s purchase of Alex Jones’ media company in limbo for at least a few more weeks.",X,neutral
2024-11-26,FACT CHECK: Did Rachel Maddow Cry On Show Due To Elon Musk X Post?,A post shared on social media purports MSNBC host Rachel Maddow was crying on her show due to a post Elon Musk made on X. Watching Rachel Maddow freak out over Elon Musk posting memes about buying MSNBC made my morning pic.twitter.com/j4lbYCIWlO — Isabella Ma…,X,positive
2024-11-26,NASA's Search for Life: SpaceX to Launch Dragonfly Mission to Saturn's Moon,The mission aims to help NASA determine whether Titan's conditions could be suitable for supporting life.,Space Exploration,positive
2024-11-26,How to Find a Remote Job on X/Twitter: A Step-by-Step Guide,"Gainful employment likely isn’t the first thing you think of when it comes to X/Twitter, but the controversial social media platform has become more and more functional over the years, now offering job hunting tools for your remote work aspirations.Ever sinc…",X,positive
2024-11-26,Bitcoin is Solidified Happiness!,"Bitcoin is Solidified Happiness If you want to be happy or happier, the best way to do it is to purchase accumulate and acquire bitcoin, like taking your economic happiness and energy, and putting it into an infallible bitcoin. Why bitcoin makes sense for dig…",Side Ventures,neutral
2024-11-26,Tesla Factory In California Pollutes So Much It Is Second Only To An Oil Refining Company,"For years, Elon Musk’s defenders pointed to his mission to save the planet with electric vehicles as a reason to dismiss all criticism. Even if Musk messed up, it was supposedly all with the goal of protecting the environment with cleaner cars. We’ve known th…",Electric Vehicles,negative
2024-11-26,US Government Funds 'Toilets in Africa'?,"Rep. Marjorie Taylor Greene, who made the claim, said the new Department of Government Efficiency will defund a number of programs under Donald Trump.",Association with Trump,neutral
2024-11-26,Seth Meyers: Elon Irks Trump World; Gaetz Won't Return to Congress; Shouting Matches at Mar-a-Lago,Seth takes a closer look at Trump claiming he would declare a national emergency and use the military to round up migrants when he takes office while Republicans try to cover up a bipartisan ethics report on sex trafficking allegations against Trump's attorne…,Association with Trump,negative
2024-11-26,Catherine Herridge reveals ex-CBS bosses blocked her Elon Musk interview: ‘We don’t know what he’s going to say’,Herridge claims her former bosses blocked an interview she had snagged with Elon Musk in early 2023 because they were afraid what the outspoken tech mogul might say.,Politics,negative
2024-11-26,Bitcoin *IS* Happiness,Video podcast Bitcoin and Life Insights by Eric Kim 1. Bitcoin = Happiness • Lock your economic energy into bitcoin for ultimate freedom and security. 2. Digital Nomad Dream • Live untethered in places like Thailand or Mexico City; bitcoin empowers this lifes…,Side Ventures,neutral
2024-11-26,Grimes Claims Musk Custody Fight Stopped Her From Seeing Child,The singer talked about spending “a year locked in battle” to see her kids in a lengthy post on X.,X,negative
2024-11-26,‘Accountability is coming’: Watch as senator sends Musk’s DOGE $2 trillion worth of ways to gut gov’t spending,Republican Sen. Joni Ernst of Iowa sent Department of Government Efficiency (DOGE) co-chairs Tesla CEO Elon Musk and former Republican presidential candidate Vivek Ramaswamy a letter Monday with ideas for cuts that could save the federal government over $2 tr…,Politics,positive
2024-11-26,‘Sewage Pipe of Lies’: Elon Musk Attacks WSJ Article Reporting On His Factory Dumping ‘Toxic Pollutants’ Near Austin,"Musk has embraced President-elect Donald Trump’s penchant for attacking the media, taking particular aim at stories critical of himThe post ‘Sewage Pipe of Lies’: Elon Musk Attacks WSJ Article Reporting On His Factory Dumping ‘Toxic Pollutants’ Near Austin f…",Association with Trump,negative
2024-11-26,Biden administration preliminarily OKs $6.6B loan to EV maker Rivian,"The Biden administration has preliminarily said it would give a $6.6 billion loan to electric vehicle maker Rivian for a plant in Georgia. The administration said the loan would support the construction of a facility where Rivian will make up to 400,000 “mass…",Electric Vehicles,neutral
2024-11-26,Bluesky verification could look a lot different from X’s blue checks,"The rapidly growing social networking startup Bluesky, a Twitter/X alternative built on open web principles, revealed in a livestream on Monday how its approach to user account verification will differ from existing services, like Meta and X. While traditiona…",X,neutral
2024-11-26,Gavin Newsom's Proposed California EV Credit Would Exclude Elon Musk's Tesla,A proposal by California Gov. Gavin Newsom (D) to offer rebates to electric vehicle buyers if President Donald Trump repeals federal subsidies on EVs would exclude Eon Musk's  Tesla from the program.The post Gavin Newsom’s Proposed California EV Credit Would…,Electric Vehicles,neutral
2024-11-26,Tom Cotton slams ‘partisans and obstructionists’ in DOD reportedly plotting to block Trump plans,Tom Cotton blasted Austin and defense officials for reportedly prepping to push back on Trump's agenda.,Association with Trump,neutral
2024-11-26,"US agency approves T-Mobile, SpaceX license to extend coverage to dead zones",The Federal Communications Commission said on Tuesday it has approved a license for T-Mobile and Elon Musk's SpaceX Starlink unit to provide supplemental coverage from space in a bid to extend internet access to remote areas.,Space Exploration,neutral
2024-11-26,Can we expect large federal workforce cuts?,"Wow, our government employees market is now projecting a new low of just 60k cuts For context, there are a record 23.4 million government employees When Elon Musk took over Twitter, he reduced the workforce by more than 80%That is from Kalshi. Here is the ma…",Association with Trump,negative
2024-11-26,Trump Eyes 'AI Czar' to Work With Elon Musk,"The role is not certain but likely, Axios reports. The appointee would be responsible for keeping America's AI edge and improving government efficiency, among other tasks.President-elect Donald Trump is considering naming an ""AI czar"" to shape federal policy…",Association with Trump,neutral
2024-11-26,SC junks PIL seeking use of paper ballots,"The Supreme Court dismissed a PIL seeking the return of paper ballots and other electoral reforms. The petitioner, Evangelist Dr. K.A. Paul, argued EVMs could be tampered with, citing concerns raised by politicians and Elon Musk. The court rejected his argume…",Politics,neutral
2024-11-26,"US agency approves T-Mobile, SpaceX license to extend coverage to dead zones",WASHINGTON : The Federal Communications Commission said on Tuesday it has approved a license for T-Mobile and Elon Musk's SpaceX Starlink unit to provide supplemental coverage from space in a bid to extend internet access to remote areas.The license marks the…,Space Exploration,neutral
2024-11-26,"Elon Musk labels the makers of F-35 fighter jets as idiots, here's the reason he gave for that","Following the achievement of leadership of DOGE, Tesla CEO Elon Musk pretty recently criticized the makers of F-35 fighter jets while terming them as idiots.",Politics,neutral
2024-11-26,Trump is already pushing global markets around and he hasn’t even been sworn in,"“On January 20th, as one of my many first Executive Orders, I will sign all necessary documents to charge Mexico and Canada a 25% Tariff on ALL products coming into the United States,” the president-elect posted.",Association with Trump,neutral
2024-11-26,"F-35 is Modern Rube Goldberg Machine, Musk is Right to Criticize It – Former Pentagon Analyst","Tesla CEO Elon Musk has called the Lockheed Martin F-35 fighter ""an expensive and complex jack of all trades, master of none."" What does he mean?",Politics,positive
2024-11-26,"As Tesla Struggles to Make Self-Driving Work, It's Hiring a Team to Remote-Control Its Robotaxis","Hands-On Approach For better or worse, Tesla, under the direction of Elon Musk, is serious about its robotaxi ambitions. And so it's preparing to use the same, sneaky trick that everyone else does to make its cars seem fully autonomous: hiring people to pilot…",Electric Vehicles,neutral
2024-11-26,Elon Musk’s Plan to Keep You on X Is Even Dumber Than You Think,"He says he wants to stop “lazy linking.” The truth is, he wants to keep you trapped on X forever.",X,negative
2024-11-26,'Blow up some heads': Don Jr. has plan to add MAGA podcasters to White House press corps,"The White House briefing room might look a lot different in Donald Trump's second presidency, according to his eldest son.During the latest episode of his podcast, ""Triggered With Donald Trump Jr.,"" his co-host Michael Knowles floated an idea to reorder the s…",Association with Trump,neutral
2024-11-26,The primary aim of the social media ban is to make it look like parliament is taking a stand. Let's not pretend otherwise,project Syndicate - The World’s Opinion Page,Politics,neutral
2024-11-26,"Trump’s Billionaire Cabinet Picks Reflect Agenda Written By-and-For Billionaires, Big Corporations",An Accountable.US review found President-elect Trump has now tapped five billionaires and several other ultra-high net-worth individuals to head key agencies despite campaigning on promises to help working-class Americans. “ Donald Trump paid plenty of lip se…,Association with Trump,negative
2024-11-26,"Somehow, Americans Are Liking Trump Better Every Day","Chris LehmannThe incoming administration's cabinet appointments are a bizarre disaster. So why are the president-elect's approval ratings going up?The post Somehow, Americans Are Liking Trump Better Every Day appeared first on The Nation.",Association with Trump,negative
2024-11-26,‘The Panic Is So Outrageous’: Scott Jennings Takes On CNN Panelists Petrified By Thought Of Musk Buying MSNBC,Republican strategist Scott Jennings called out CNN panelists who expressed fear after Tesla CEO Elon Musk and Donald Trump Jr. joked about Musk buying MSNBC.,Association with Trump,positive
2024-11-26,First-ever Dogecoin ETP debuts in Nordics as Elon Musk boosts interest in the crypto asset,The launch of the Dogecoin ETP in the Nordics signifies growing mainstream acceptance and investment diversification in digital assets.The post First-ever Dogecoin ETP debuts in Nordics as Elon Musk boosts interest in the crypto asset appeared first on Crypt…,Side Ventures,positive
2024-11-26,Elon Musk learns how EV charging works from Pete Buttigieg,Secretary of Transportation Pete Buttigieg explains to Tesla CEO Elon Musk how federal NEVI funding for EV chargers works.,Electric Vehicles,neutral
2024-11-26,Auto industry’s shift toward EVs is expected to go on despite Trump threat to kill tax credits,"Trump condemned the federal tax for EV buyers — up to $7,500 per vehicle — as part of a “green new scam” that would devastate the auto industry.",Electric Vehicles,neutral
2024-11-26,"The full list of auto companies cutting jobs, including GM, Ford, and Stellantis",Big changes to the global EV market are taking a toll on car companies like Ford and GM.,Electric Vehicles,neutral
2024-11-26,Atlantic hurricane season is coming to an end — will the US be ready for the next one?,"The 2024 Atlantic hurricane season was awful in so many ways, and now the agency that studies storms and issues forecasts faces a potentially existential threat.",Association with Trump,neutral
2024-11-26,Support for SpaceX Mars City Will Surge With First Unmanned Starship Landings,Eric Berger expects NASA and the public support for the SpaceX Mars city will surge with the first unmanned landings on Mars. Erc X rendered an Earth Orbit SpaceX Refueling depot. Elon has talked about sending a fleet of five Starships to Mars in October-Dece…,Space Exploration,positive
2024-11-26,Musk uses X to push his preferred political picks. Trump isn't always swayed,"Billionaire Elon Musk has been using his social media platform X to go to bat for President-elect Donald Trump's cabinet picks and promote his own preferred candidates, advocating for choices he views as change agents who will help remake the U.S. government.",Association with Trump,negative
2024-11-26,Leaving X for bluer pastures? What to know about Bluesky's owners and policies,"More than 13 million users have joined the ranks of the latest buzzy social media platform Bluesky, the self-proclaimed ""billionaire-proof"" micro-blog that is taking on Elon Musk's X.Since the presidential election — and Musk's hard right turn — X users have…",X,negative
2024-11-26,What diversity does — and doesn’t — look like in Trump’s Cabinet,"If all of Trump's choices are confirmed, the Cabinet is set to be less diverse than the preceding Biden administration.",Association with Trump,negative
2024-11-26,Elon Musk uses X to push his preferred political picks. Trump isn't always swayed,"In several high-profile cases, however, Musk backed people who either lost out on the roles or withdrew from consideration, suggesting some early limits to the Republican mega donor's influence even as he has emerged as one of Trump's most powerful allies.",X,negative
2024-11-26,"Walmart, World’s Biggest Retailer, Will Curb Diversity Efforts","Walmart Inc. is reversing course on diversity, equity and inclusion initiatives, joining a growing list of businesses retreating on DEI programs targeted by conservative activists. The world’s biggest retailer will no longer consider race and gender to boost …",Politics,neutral
2024-11-26,"Fianna Fáil, Fine Gael and Soc Dems say Bluesky accounts posting under their names are fake",The number of users on the social media platform has surged in recent weeks.,X,neutral
2024-11-26,Tesla would likely be excluded from new California EV tax credits -governor's office says,Tesla would likely be excluded from new California EV tax credits -governor's office says,Electric Vehicles,neutral
2024-11-26,"Trump comeback, four other things to watch in 2025","From the second stint in the White House for Donald Trump to a turbo-charged football calendar, here are five things to watch in 2025: 1. Trump 2.0 In the days after his convincing win in the US presidential election, Donald Trump named several of his nominee…",Association with Trump,neutral
2024-11-26,Donald Trump's Big Tariff Plan Will Cost Americans,"In social media posts Monday evening, the president-elect threatened Canada and Mexico with 25% tariffs, and China with an additional 10%. But it would be US consumers who would pay a “very big price!""",Politics,neutral
2024-11-26,"Ex-CBS News reporter accuses network of ‘defying’ orders from Shari Redstone, CBS CEO to probe Hunter Biden laptop scandal","Fired CBS News reporter Catherine Herridge accused her former editors of “defying orders” to probe into Hunter Biden’s laptop from their own bosses at the Tiffany Network — namely, media heiress Shari Redstone and CBS CEO George Cheeks. Herridge posted an exp…",Politics,neutral
2024-11-26,Bitcoin is Solidified Happiness,"Happy Bitcoin! Audio Happiness is forever, if in a Bitcoin! — Bitcoin is Solidified Happiness Do you want to be happy or happier, the best way to do it is to purchase accumulate and acquire bitcoin, like taking your economic happiness and energy, and putting …",Side Ventures,neutral
2024-11-26,Judge Delays The Onion’s Purchase of InfoWars as Elon Musk Gets Involved,"Musk is contesting the potential transfer of Jones' X handle, not the sale itself.Judge Delays The Onion’s Purchase of InfoWars as Elon Musk Gets InvolvedEddie Fu",X,neutral
2024-11-26,Car factory job losses undeniably a blow - as Vauxhall's parent company crystal clear on reason behind move,"The closure of Vauxhall's Luton van plant is a car crash for the 1,100 workers who could lose their jobs and threatens to trigger a pile-up for a government facing acute pressure from manufacturers over its plans to transition to an electric-only future.",Electric Vehicles,neutral
2024-11-26,‘Accountability Is Coming’: Iowa’s Ernst Sends Musk’s DOGE $2T Worth of Ways to Gut Government Spending,DAILY CALLER NEWS FOUNDATION—Sen. Joni Ernst sent Department of Government Efficiency cochairmen Tesla CEO Elon Musk and former Republican presidential candidate Vivek Ramaswamy a letter... Read MoreThe post ‘Accountability Is Coming’: Iowa’s Ernst Sends Mus…,Association with Trump,positive
2024-11-26,Democrat Goes to Extreme Lengths To Avoid Seeing or Hearing Donald Trump,"Todd Masterson told Newsweek his system is ""working swimmingly so far,"" as he has ""not heard his voice since election day.""",Association with Trump,neutral
2024-11-26,"Good Morning, News: Drake Sues Over Diss Track, (Alleged) New Clue in DB Cooper Case, and Trump's Plan to Tank the Economy","by Courtney Vaughn    If you’re reading this, you probably know the value of the Mercury’s news reporting, arts and culture coverage, event calendar, and the bevy of events we host throughout the year. The work we do helps our city shine, but we can’t do …",X,neutral
2024-11-26,Elon Musk Gets Away With Buying Votes as Case Against Him Falls Apart,Another member of Donald Trump’s inner circle has gotten away with everything. Philadelphia District Attorney Larry Krasner has officially dropped his legal case against billionaire Trump confidant Elon Musk and his America PAC.During the 2024 presidential …,Association with Trump,negative
2024-11-26,Elon Musk rips Calif. Gov. Gavin Newsom for ‘insane’ move to exclude Tesla from rebate plan - New York Post,Elon Musk rips Calif. Gov. Gavin Newsom for ‘insane’ move to exclude Tesla from rebate planNew York Post Gavin Newsom threatens intervention if Trump kills Biden's $7.5K EV tax creditFox News Industrial Policy 101: Newsom’s ReminderNational Review Tesla Stock…,Electric Vehicles,neutral
2024-11-26,The Onion’s Bid to Turn Alex Jones’ Infowars Into a Parody of Itself Remains on Hold,"The Onion will have to wait a few more weeks to see whether a court will approve the satirical outlet’s bid to buy the carcass of Infowars, the site founded by right-wing conspiracy monger Alex Jones. Earlier this month, the Onion gleefully revealed its winni…",X,neutral
2024-11-26,Trump’s War on Press Is About to Reach Nuclear Levels,"Donald Trump is reportedly considering removing traditional media journalists from the White House press briefing room, making way for friendlier figures in “the podcast world,” according to the president-elect’s son Donald Trump Jr.In Monday’s episode of t…",Association with Trump,neutral
2024-11-26,Elon Musk fires back on excluding Tesla from California’s new EV incentive he wants to kill,Elon Musk fired back at California Governor Gavin Newsom who said the state might exclude Tesla from a new EV incentive meant to replace the federal one Musk is trying to kill.The knives are out. more…,Electric Vehicles,neutral
2024-11-26,Elon Musk rips Calif. Gov. Gavin Newsom for ‘insane’ move to exclude Tesla from rebate plan,"California Gov. Gavin Newsom is rolling out a plan to offer rebates to those who buy electric vehicles except for Tesla — a move that was blasted as “insane” by company CEO Elon Musk, who has emerged as a fierce critic of the Democrat and a backer of Presiden…",Electric Vehicles,neutral
